
2008-01-25T00:00:00.000000	2008-07-09T10:20:30.000000	la09	9
2008-07-10T11:29:00.000000	2008-07-21T05:42:30.000000	la09	9
2008-07-24T03:47:00.000000	2008-07-24T12:06:30.000000	la09	9
2008-07-26T12:42:30.000000	2008-08-04T21:07:00.000000	la09	9
2008-08-06T01:30:00.000000	2008-08-06T06:00:30.000000	la09	9
2008-08-11T04:44:30.000000	2008-08-12T06:59:30.000000	la09	9
2008-08-25T16:15:00.000000	2008-08-26T23:58:30.000000	la09	9
2008-08-30T04:02:30.000000	2008-08-31T07:46:30.000000	la09	9
2008-09-01T08:10:00.000000	2008-09-01T10:02:00.000000	la09	9
2008-09-03T01:44:00.000000	2009-06-22T21:24:30.000000	la09	9
2009-06-25T20:31:00.000000	2009-06-26T04:59:30.000000	la09	9
2009-06-28T11:18:30.000000	2009-06-30T14:17:00.000000	la09	9
2009-07-04T05:47:00.000000	2009-07-04T10:59:30.000000	la09	9
2009-07-14T09:11:00.000000	2009-07-15T05:54:00.000000	la09	9
2009-07-18T01:25:00.000000	2009-07-18T20:59:30.000000	la09	9
2009-07-22T00:00:00.000000	2009-07-24T13:44:30.000000	la09	9
2009-08-01T21:26:30.000000	2009-08-03T00:31:30.000000	la09	9
2009-08-09T02:21:30.000000	2009-08-16T12:59:30.000000	la09	9
2009-08-26T00:00:00.000000	2009-08-30T17:34:30.000000	la09	9
2009-09-03T20:40:30.000000	2010-06-20T05:50:00.000000	la09	9
2010-06-23T21:52:00.000000	2010-06-28T10:59:30.000000	la09	9
2010-07-01T04:16:00.000000	2010-07-18T08:56:00.000000	la09	9
2010-07-20T02:14:00.000000	2010-07-20T14:23:00.000000	la09	9
2010-07-23T10:00:30.000000	2010-07-26T15:24:00.000000	la09	9
2010-07-29T00:51:30.000000	2010-07-29T21:52:00.000000	la09	9
2010-08-03T02:28:30.000000	2010-08-11T20:28:30.000000	la09	9
2010-08-12T23:34:00.000000	2010-08-13T08:59:30.000000	la09	9
2010-08-24T01:54:00.000000	2010-08-24T23:42:30.000000	la09	9
2010-08-26T08:19:00.000000	2010-08-27T10:14:00.000000	la09	9
2010-08-31T03:42:00.000000	2010-08-31T07:21:00.000000	la09	9
2010-09-02T01:41:30.000000	2010-12-07T00:00:00.000000	la09	9

2010-01-15T00:00:00.000000	2010-01-31T02:14:30.000000	la02	2
2010-02-05T21:53:00.000000	2010-12-07T00:00:00.000000	la02	2
