time	la01x	start
2013-04-28 02:41:15	0.0	2013-04-28 04:23:45
2013-04-28 02:41:30	0.006402333383448422	2013-04-28 04:23:45
2013-04-28 02:41:45	0.00285471003735438	2013-04-28 04:23:45
2013-04-28 02:42:00	0.008222743403166533	2013-04-28 04:23:45
2013-04-28 02:42:15	0.0058813198120333254	2013-04-28 04:23:45
2013-04-28 02:42:30	0.004354789212811738	2013-04-28 04:23:45
2013-04-28 02:42:45	0.00036690349224954844	2013-04-28 04:23:45
2013-04-28 02:43:00	0.002126348437741399	2013-04-28 04:23:45
2013-04-28 02:43:15	0.006365432753227651	2013-04-28 04:23:45
2013-04-28 02:43:30	0.0003843550803139806	2013-04-28 04:23:45
2013-04-28 02:43:45	-0.0004821688053198159	2013-04-28 04:23:45
2013-04-28 02:44:00	0.005334296845830977	2013-04-28 04:23:45
2013-04-28 02:44:15	-0.007035500195343047	2013-04-28 04:23:45
2013-04-28 02:44:30	0.007157429761718959	2013-04-28 04:23:45
2013-04-28 02:44:45	0.014158803736791015	2013-04-28 04:23:45
2013-04-28 02:45:00	0.0004953934694640338	2013-04-28 04:23:45
2013-04-28 02:45:15	0.0009022566955536604	2013-04-28 04:23:45
2013-04-28 02:45:30	0.004519791167695075	2013-04-28 04:23:45
2013-04-28 02:45:45	0.003926584497094154	2013-04-28 04:23:45
2013-04-28 02:46:00	0.003543785074725747	2013-04-28 04:23:45
2013-04-28 02:46:15	0.001525751838926226	2013-04-28 04:23:45
2013-04-28 02:46:30	0.0027506211190484464	2013-04-28 04:23:45
2013-04-28 02:46:45	-0.002771185478195548	2013-04-28 04:23:45
2013-04-28 02:47:00	-0.002252116391900927	2013-04-28 04:23:45
2013-04-28 02:47:15	0.007264189014676958	2013-04-28 04:23:45
2013-04-28 02:47:30	-0.0004577151848934591	2013-04-28 04:23:45
2013-04-28 02:47:45	-0.003904802375473082	2013-04-28 04:23:45
2013-04-28 02:48:00	-0.001897659560199827	2013-04-28 04:23:45
